################################################################################
# Symmetry function scaling data.
################################################################################
# Col  Name     Description
################################################################################
# 1    e_index  Element index.
# 2    sf_index Symmetry function index.
# 3    sf_min   Symmetry function minimum.
# 4    sf_max   Symmetry function maximum.
# 5    sf_mean  Symmetry function mean.
# 6    sf_sigma Symmetry function sigma.
#########################################################################################################################
#        1          2                        3                        4                        5                        6
#  e_index   sf_index                   sf_min                   sf_max                  sf_mean                 sf_sigma
#########################################################################################################################
         4         16   0.0000000000000000E+00   2.0245650228156806E-02   7.9054784956191946E-04   2.4227412964498607E-03
         4         17   3.5402936186417377E-01   1.7438775145073320E+00   1.0958866099455220E+00   2.2912431910203729E-01
         4         18   1.5530713017659037E-01   7.5700446102555119E-01   4.5113209399641230E-01   8.2850775267249613E-02
         4         19   0.0000000000000000E+00   5.0821102744237212E-01   7.8573916117085446E-02   1.0840613604864570E-01
         4         20   0.0000000000000000E+00   6.8944895794467262E-02   4.5048296074042026E-03   1.1226567899316335E-02
         4         21   4.2415632102190487E-01   1.5529329425827532E+00   9.8981760613610992E-01   1.7278659774285868E-01
         4         22   2.9549582772065575E-01   9.4654672941286822E-01   6.1932808969027775E-01   8.3805568653138193E-02
         4         23   0.0000000000000000E+00   4.2694526161445040E-01   7.1293349266662170E-02   8.1748055155909952E-02
         4         24   0.0000000000000000E+00   1.3757140419494890E-01   1.1487317737050768E-02   2.1832070843440410E-02
         4         25   3.8439339124902805E-01   1.0756105016635591E+00   7.3891572650605586E-01   1.0381840271445973E-01
         4         26   2.5478440459795859E-01   6.4572139132547401E-01   4.3805851635445531E-01   5.7045796950835718E-02
         4         27   0.0000000000000000E+00   1.5799100548553624E-01   4.1042837008929696E-02   3.2939192116383097E-02
         4         28   0.0000000000000000E+00   1.3425103752981027E-01   1.4989605171853692E-02   2.0896131727916163E-02
         4         29   2.3273690448836026E-01   6.0147057240691937E-01   4.0180188276463769E-01   5.5458714437549690E-02
         4         30   9.6897207336443622E-02   3.2127507124559623E-01   2.0814299874453929E-01   3.1475838803007840E-02
         4         31   0.0000000000000000E+00   1.0096058980424719E-01   2.3488838076438232E-02   1.5933152026588352E-02
         4         32   0.0000000000000000E+00   7.8840308705828033E-02   1.1456623643767753E-02   1.2758942090982718E-02
         4         33   8.5408241166752552E-02   2.2847494227070020E-01   1.5246233455912472E-01   2.2528290357122199E-02
         4         34   2.9912565126478368E-02   1.3330110624744640E-01   7.7152830678703710E-02   1.4212206124401539E-02
         4         35   0.0000000000000000E+00   4.6331123638001785E-02   1.1172491025959484E-02   7.5627339821848728E-03
         4         36   0.0000000000000000E+00   3.6479651452631337E-02   5.3850613514096332E-03   5.3840924661593108E-03
         4         37   1.8674954873742163E-02   5.8135349184262247E-02   3.8153193030308077E-02   5.9060959031013898E-03
         4         38   7.4582573770217830E-03   3.5539139945369926E-02   1.9645353467203888E-02   4.0297603162012313E-03
         4         39   0.0000000000000000E+00   1.0901345227156632E-02   3.0369621125047835E-03   2.0300261956303842E-03
         4         40   0.0000000000000000E+00   7.8437306173809677E-03   1.5054828159057896E-03   1.4525440771384120E-03
         4         41   5.4091653133283711E-04   3.9524833966065175E-02   1.5368346708766299E-02   6.4890730024388665E-03
         4         42   6.4028587123842189E-04   1.6865919989341470E-02   6.4568734488446525E-03   2.4392167517317113E-03
         4         43   0.0000000000000000E+00   8.3748063121092103E-03   1.0680030268558089E-03   1.3462495134011038E-03
         4         44   0.0000000000000000E+00   1.6619339855034026E-03   8.5538302972589379E-05   1.8787708462976891E-04
         4         45   1.0927370552669048E-04   2.1370394521337322E-03   7.3866014818478360E-04   2.7482445940067837E-04
         4         46   0.0000000000000000E+00   3.1061048272033641E-03   3.3671633206741597E-04   4.4699628070368568E-04
         4         47   0.0000000000000000E+00   4.0250979714361750E-04   2.4770808097268637E-05   4.8416490320314717E-05
         4         48   0.0000000000000000E+00   9.1496319379539691E-04   3.9594902133000363E-05   1.0470121509175722E-04
         4         49   0.0000000000000000E+00   3.9724490153251785E-04   1.4175322869017008E-05   4.3739322973924971E-05
         4         50   0.0000000000000000E+00   1.2761377930418130E-05   7.2239615990852230E-08   5.4477758148563940E-07
         4         51   4.6102873580600862E-03   1.0873403801140662E-01   4.6985633083177755E-02   1.5991740178924102E-02
         4         52   1.2670163739917637E-02   1.1044982941612942E-01   5.4773996679244832E-02   1.3883157712285130E-02
         4         53   0.0000000000000000E+00   1.4786078373260529E-02   2.6221634679647926E-03   2.8323288334039269E-03
         4         54   0.0000000000000000E+00   6.2808619819630165E-03   3.8880599917239043E-04   7.5032521732362018E-04
         4         55   3.9795598439990352E-04   6.8297825712126349E-03   2.3760160486571156E-03   8.3599856274585698E-04
         4         56   0.0000000000000000E+00   9.9625012808656817E-03   1.5191370570421016E-03   1.7893927347030958E-03
         4         57   0.0000000000000000E+00   1.2708225701473421E-03   9.3380538036308422E-05   1.5981055098422865E-04
         4         58   0.0000000000000000E+00   1.2761250217131802E-03   4.9184160382468084E-05   1.2815997288623653E-04
         4         59   0.0000000000000000E+00   1.5262224270387570E-03   6.8280665513253424E-05   1.9796469010500563E-04
         4         60   0.0000000000000000E+00   3.6714686329059104E-05   2.1389120682111646E-07   1.5987560190739672E-06
         4         61   2.3490613093059262E-05   6.1415291307353329E-03   2.0089698052950639E-03   1.0387848130267799E-03
         4         62   1.5900910750081688E-05   1.5849277689874985E-03   4.7603969356098348E-04   2.3278582782996243E-04
         4         63   0.0000000000000000E+00   1.0027656565314788E-03   1.1088351256537688E-04   1.6555596272377492E-04
         4         64   0.0000000000000000E+00   9.1048266814885276E-05   3.3543127360136206E-06   9.5379935641844075E-06
         4         65   1.5402731303793808E-06   1.2496023914984288E-04   2.9281578754357877E-05   1.3985983119128472E-05
         4         66   0.0000000000000000E+00   2.9629870820031888E-04   1.3864724425399611E-05   2.2600694592569643E-05
         4         67   0.0000000000000000E+00   1.2537038289037363E-05   5.1863800886364138E-07   1.2955748968980037E-06
         4         68   0.0000000000000000E+00   2.2804073199661872E-04   5.2766333832306522E-06   1.5908667474024695E-05
         4         69   0.0000000000000000E+00   1.2851942194779332E-05   2.0318686533773077E-07   7.8456644892243436E-07
         4         70   0.0000000000000000E+00   3.2548494457412493E-07   1.6973030286108709E-09   1.3819039678423912E-08
         4         71   3.6103252173677863E-03   6.0627949757855196E-02   2.7599167718215689E-02   8.3931211586063207E-03
         4         72   1.1340712270143105E-02   8.4346917709080857E-02   4.5053107862181044E-02   1.0505717628797704E-02
         4         73   0.0000000000000000E+00   6.3509181107255395E-03   1.2039832681164002E-03   1.1757595198652164E-03
         4         74   0.0000000000000000E+00   3.2934226642143470E-03   2.3628142094853289E-04   4.3331435976789697E-04
         4         75   2.0571461693393733E-04   3.2521803658414421E-03   1.1772170385237373E-03   4.0848264578468646E-04
         4         76   0.0000000000000000E+00   5.3896642601328143E-03   9.2121300007730084E-04   1.0311103234888739E-03
         4         77   0.0000000000000000E+00   5.7417654098082538E-04   4.8553935986708062E-05   7.7142897982889708E-05
         4         78   0.0000000000000000E+00   3.1847380557019117E-04   1.0849778118694221E-05   2.9724113794699221E-05
         4         79   0.0000000000000000E+00   9.0994929863901690E-04   4.0158412542650768E-05   1.1381957223303156E-04
         4         80   0.0000000000000000E+00   1.7489883308328738E-05   9.3013196886555488E-08   6.9958997056060767E-07
